Rev_Total,Bal_Total,Offer,AGE,CHQ,CARD,SAV1,LOAN,MORT,INSUR,PENS,Check,CD,MM,Savings,AccountAge
$0.71,"$11,040.00",0,46,1,0,1,0,1,1,1,1,0,1,1,7
$0.31,"$29,934.00",0,55,0,0,0,0,1,0,1,1,0,0,0,4
$2.10,"$19,975.00",0,58,0,0,0,0,1,0,1,1,0,0,0,4
$0.61,"$11,621.00",1,49,1,0,0,0,1,0,1,1,0,0,0,11
$1.25,"$23,000.00",1,58,0,0,0,0,1,0,1,1,0,0,0,5
$0.82,"$27,632.00",0,50,0,0,0,0,1,0,0,1,0,0,0,9
$2.18,"$5,131.00",0,47,1,0,0,0,0,1,1,0,0,1,1,5
$1.72,"$4,500.00",0,48,1,0,0,0,1,1,1,1,0,1,1,6
$0.77,"$58,180.00",0,64,1,0,1,0,1,1,0,1,0,1,1,7
$2.77,"$42,168.00",0,52,1,0,1,0,1,0,1,1,0,0,0,3
$1.15,"$52,717.00",1,61,0,0,0,0,1,0,0,1,0,0,0,6
$3.27,"$8,443.00",0,47,1,1,0,1,1,1,1,1,1,1,1,14
$0.49,$7.88,1,49,1,0,1,0,0,1,0,0,0,1,1,8
$2.17,"$20,000.00",0,59,1,0,1,0,1,0,0,1,0,0,0,5
$2.39,"$7,000.00",0,65,1,0,1,0,1,1,0,1,0,1,1,3
$3.02,"$30,000.00",0,53,1,0,0,0,1,0,0,1,0,0,0,3
$0.38,$53.00,0,54,1,0,1,0,0,1,1,0,0,1,1,6
$0.05,$20.00,0,57,1,0,1,0,0,1,1,0,0,1,1,14
$0.14,$21.00,1,48,0,0,0,0,0,1,0,0,0,1,1,8
$0.18,$60.00,0,59,1,0,0,0,0,1,0,0,0,1,1,10
$4.44,"$16,850.00",0,61,0,0,1,0,1,0,0,1,0,0,0,4
$1.41,"$10,020.00",0,51,1,0,1,0,1,1,0,1,0,1,1,9
$1.36,"$23,500.00",0,56,0,0,1,0,1,0,0,1,0,0,0,9
$0.75,$383.88,0,49,1,0,1,0,0,1,1,0,0,1,1,7
$0.13,$2.06,0,52,0,0,0,0,0,1,0,0,0,1,1,9
$4.38,$213.00,0,60,0,0,1,0,0,1,1,0,0,1,1,2
$2.58,"$11,922.00",0,47,1,0,0,1,1,0,1,1,1,0,0,5
$2.55,"$20,500.00",0,60,0,0,0,0,1,0,1,1,0,0,0,7
$0.47,"$42,000.00",0,61,0,0,0,0,1,0,0,1,0,0,0,8
$0.68,"$26,900.00",0,51,0,0,0,0,1,0,0,1,0,0,0,5
$1.33,"$22,500.00",0,48,0,0,0,0,1,0,1,1,0,0,0,3
$2.28,"$40,002.00",0,50,1,0,0,0,1,0,1,1,0,0,0,6
$2.18,"$17,700.00",1,58,1,0,0,0,1,0,1,1,0,0,0,0
$0.46,"$8,715.00",1,61,0,0,1,0,1,0,1,1,0,0,0,2
$4.85,"$8,475.00",0,58,1,0,0,0,1,0,1,1,0,0,0,9
$0.74,"$35,000.00",0,58,1,0,0,0,1,0,0,1,0,0,0,1
$3.61,"$4,707.00",1,48,1,0,0,1,0,0,0,0,1,0,0,6
$15.90,"$50,693.00",0,61,0,0,0,0,1,0,0,1,0,0,0,6
$0.60,"$22,950.00",1,63,1,0,1,0,1,0,1,1,0,0,0,7
$2.09,"$1,150.00",0,48,1,0,0,1,0,0,1,0,1,0,0,8
$0.17,$53.00,0,56,1,0,0,0,0,1,1,0,0,1,1,4
$0.54,"$2,013.00",0,47,1,1,1,1,0,1,0,1,1,1,1,7
$0.40,$21.00,0,49,1,0,0,0,0,1,0,0,0,1,1,6
$0.37,$30.00,0,48,1,0,0,0,0,1,0,0,0,1,1,7
$0.30,$26.00,0,51,1,0,0,0,0,1,0,0,0,1,1,6
$2.67,"$2,383.75",0,53,1,0,1,1,0,1,1,0,1,1,1,6
$1.44,$552.00,0,74,1,0,0,1,0,0,1,0,1,0,0,2
$1.08,"$166,461.00",0,23,1,0,0,1,1,0,0,1,1,0,0,5
$0.97,"$2,247.00",1,23,1,0,0,1,0,0,1,0,1,0,0,6
$6.36,"$3,767.00",0,24,1,0,1,1,0,0,1,0,1,0,0,8
$0.52,"$8,544.00",0,22,1,0,0,1,0,0,1,0,1,0,0,5
$0.24,$4.09,0,26,0,0,1,0,0,1,0,0,0,1,1,1
$1.16,"$40,055.00",0,31,0,0,0,0,1,0,0,1,0,0,0,3
$0.11,$6.88,1,33,0,0,0,0,0,1,1,0,0,1,1,2
$0.11,$5.59,0,33,1,0,1,0,0,1,1,0,0,1,1,2
$1.39,$500.00,0,30,1,0,0,1,0,0,1,0,1,0,0,5
$0.48,$111.00,0,29,1,0,0,0,0,1,0,0,0,1,1,4
$1.15,"$38,584.00",0,29,1,0,0,0,1,0,1,1,0,0,0,4
$3.35,"$76,203.00",0,27,0,0,1,0,1,0,0,1,0,0,0,4
$0.54,"$5,500.00",0,31,0,0,0,0,1,0,1,1,0,0,0,3
$0.80,"$16,000.00",0,32,1,0,1,0,1,0,0,1,0,0,0,4
$1.13,"$22,980.00",0,32,1,0,0,0,1,0,0,1,0,0,0,4
$1.86,"$49,946.00",0,28,1,0,0,0,1,0,0,1,0,0,0,3
$0.20,$81.00,0,32,1,0,0,0,0,1,1,0,0,1,1,1
$1.01,"$22,501.00",0,32,0,0,0,0,1,0,1,1,0,0,0,4
$1.29,$156.00,0,26,1,0,0,0,0,1,1,0,0,1,1,3
$3.59,"$15,000.00",0,32,1,0,0,0,1,0,0,1,0,0,0,8
$2.16,"$1,605.79",1,34,1,0,0,1,0,1,1,0,1,1,1,4
$0.55,"$36,392.00",0,26,1,0,0,0,1,0,1,1,0,0,0,0
$0.51,"$1,990.00",0,31,1,0,0,1,0,0,1,0,1,0,0,8
$0.69,$181.00,0,27,1,0,0,0,0,1,1,0,0,1,1,4
$1.70,"$35,000.00",1,34,1,0,0,0,1,0,0,1,0,0,0,4
$0.09,$7.22,0,30,1,0,0,0,0,1,1,0,0,1,1,6
$0.20,"$15,000.00",0,34,1,0,0,0,1,0,1,1,0,0,0,6
$0.02,$2.89,0,31,1,0,0,0,0,1,1,0,0,1,1,2
$0.29,$7.65,0,30,0,0,0,0,0,1,1,0,0,1,1,4
$0.31,$134.00,0,28,1,0,0,0,0,1,1,0,0,1,1,4
$9.72,"$26,318.00",0,29,1,0,1,1,0,0,1,0,1,0,0,3
$1.97,"$5,776.00",0,26,1,0,0,1,0,0,0,0,1,0,0,8
$1.61,"$30,000.00",0,40,1,0,0,0,1,0,1,1,0,0,0,9
$3.82,"$5,606.00",0,37,1,1,0,1,0,1,1,1,1,1,1,6
$0.24,$196.00,0,40,1,0,0,0,0,1,1,0,0,1,1,7
$1.52,"$50,175.00",0,38,1,0,0,0,1,0,1,1,0,0,0,6
$17.04,"$43,162.00",1,45,1,0,0,0,1,0,0,1,0,0,0,0
$1.15,"$38,500.00",0,41,1,0,0,0,1,0,1,1,0,0,0,5
$0.22,"$8,875.00",0,37,1,0,0,0,1,0,1,1,0,0,0,7
$1.16,"$35,000.00",0,37,1,0,0,0,1,0,0,1,0,0,0,8
$0.85,"$9,924.00",0,37,1,0,0,0,1,0,0,1,0,0,0,3
$1.28,"$50,001.26",0,37,1,0,0,0,1,1,0,1,0,1,1,6
$1.75,"$43,059.00",0,43,1,0,1,0,1,1,0,1,0,1,1,9
$0.41,"$20,000.00",0,42,1,0,1,0,1,0,0,1,0,0,0,11
$1.24,"$4,889.00",0,41,1,0,1,0,0,1,1,0,0,1,1,7
$2.23,"$58,986.00",0,38,1,0,0,0,1,0,0,1,0,0,0,6
$2.25,"$55,946.00",0,42,1,0,0,0,1,0,1,1,0,0,0,6
$0.15,$41.00,0,42,1,0,1,0,0,1,1,0,0,1,1,7
$1.23,"$80,000.00",0,44,1,0,0,0,1,0,0,1,0,0,0,2
$0.58,$219.00,0,38,1,0,1,0,1,1,0,0,0,1,1,7
$0.40,$35.00,1,42,1,0,1,0,0,1,1,0,0,1,1,11
$6.36,"$2,000.00",0,38,1,1,0,1,0,0,0,1,1,0,0,6
$0.19,$81.00,0,43,1,0,1,0,0,1,0,0,0,1,1,5
$1.18,$591.00,0,40,1,0,1,1,0,1,0,0,1,1,1,3
$2.96,"$17,652.00",0,43,0,0,0,0,1,1,0,1,0,1,1,5
$5.56,"$6,000.00",0,43,1,0,0,0,1,0,0,1,0,0,0,4
$2.26,"$14,950.00",0,36,1,0,1,0,1,0,0,1,0,0,0,4
$2.38,"$34,200.00",0,38,1,0,0,0,1,0,1,1,0,0,0,8
$1.05,"$10,000.00",0,42,1,0,0,0,1,0,1,1,0,0,0,3
$8.33,"$37,000.00",0,40,1,0,0,0,1,0,1,1,0,0,0,9
$0.63,$21.00,1,44,1,0,0,0,0,1,0,0,0,1,1,7
$0.24,$231.80,0,40,1,1,1,0,0,1,1,1,0,1,1,11
$7.29,"$12,051.00",0,43,0,0,1,0,0,1,0,0,0,1,1,7
$1.82,"$34,243.00",0,44,0,0,0,0,1,0,0,1,0,0,0,3
$3.52,"$40,475.00",1,42,1,0,0,0,1,0,0,1,0,0,0,8
$1.76,"$85,000.00",0,36,0,0,1,0,1,0,0,1,0,0,0,3
$5.10,"$2,000.00",1,36,1,0,0,1,0,0,1,0,1,0,0,7
$3.44,"$2,229.00",0,39,1,0,0,1,0,0,1,0,1,0,0,8
$2.62,"$4,553.00",0,44,0,0,1,1,0,0,0,0,1,0,0,6
$0.57,"$8,400.00",0,63,0,0,0,0,1,0,1,1,0,0,0,9
$0.76,"$11,500.00",0,47,0,0,0,0,1,0,0,1,0,0,0,5
$0.03,$1.18,1,59,1,0,0,0,0,1,0,0,0,1,1,1
$2.21,"$25,000.00",0,57,0,0,0,0,1,0,0,1,0,0,0,6
$10.88,"$105,845.00",0,54,1,0,0,0,1,0,1,1,0,0,0,6
$0.08,$53.00,0,57,1,0,1,0,0,1,1,0,0,1,1,5
$1.43,$66.00,0,58,1,0,1,0,0,1,1,0,0,1,1,7
$0.49,$20.00,0,55,0,0,1,0,0,1,1,0,0,1,1,1
$0.99,"$12,070.00",0,49,1,0,0,1,1,0,1,1,1,0,0,6
$2.32,"$12,000.00",0,56,0,0,0,0,1,0,0,1,0,0,0,6
$2.13,"$20,000.00",0,58,1,0,1,0,1,0,0,1,0,0,0,8
$0.25,"$5,000.00",0,47,0,0,0,0,1,0,1,1,0,0,0,4
$0.98,"$8,000.00",0,54,1,0,1,0,1,0,0,1,0,0,0,1
$0.01,$0.43,0,57,1,0,0,0,1,0,0,1,0,0,0,4
$1.28,"$6,696.00",0,57,1,0,1,0,1,1,0,1,0,1,1,5
$1.18,"$22,000.00",0,54,1,0,0,0,1,0,1,1,0,0,0,5
$0.17,$12.00,0,58,0,0,0,0,0,1,0,0,0,1,1,1
$1.41,"$42,825.00",0,65,0,0,0,0,1,0,1,1,0,0,0,8
$0.14,$6.66,0,65,0,0,0,0,0,1,1,0,0,1,1,3
$1.67,"$8,085.00",1,46,1,0,0,1,0,0,1,0,1,0,0,7
$1.46,"$6,236.17",0,56,1,0,0,1,0,1,1,0,1,1,1,8
$1.34,"$20,300.00",1,55,1,0,1,0,1,0,1,1,0,0,0,6
$0.82,"$42,484.00",0,59,1,0,0,0,1,1,1,1,0,1,1,3
$0.11,$10.00,0,62,1,0,0,0,0,1,1,0,0,1,1,6
$1.59,"$18,327.00",1,60,1,0,0,0,1,0,0,1,0,0,0,0
$0.59,$50.78,0,49,1,0,1,0,1,1,1,1,0,1,1,5
$2.08,"$54,982.00",0,47,0,0,1,0,1,0,0,1,0,0,0,6
$0.72,$79.00,0,60,1,0,1,0,0,1,1,0,0,1,1,11
$1.38,$558.00,0,50,1,0,0,1,0,0,1,0,1,0,0,8
$0.30,$199.00,0,58,1,0,0,0,0,1,0,0,0,1,1,9
$4.35,"$4,051.00",0,59,1,0,0,0,0,1,1,0,0,1,1,7
$0.27,$140.00,0,49,0,0,0,0,0,1,0,0,0,1,1,6
$0.14,$16.00,1,53,1,0,1,0,0,1,0,0,0,1,1,8
$6.01,"$5,693.00",0,46,1,0,0,1,0,1,1,0,1,1,1,4
$2.88,"$3,505.00",0,58,1,0,1,1,0,0,0,0,1,0,0,3
$2.39,"$27,000.00",0,48,1,0,0,0,1,0,0,1,0,0,0,6
$0.59,$55.58,0,48,0,0,0,0,1,1,1,0,0,1,1,7
$0.20,$40.00,0,50,0,0,0,0,0,1,1,0,0,1,1,6
$0.14,$100.00,0,47,0,0,1,0,0,1,1,0,0,1,1,5
$0.36,$30.00,0,59,1,0,1,0,0,1,1,0,0,1,1,10
$0.51,"$1,010.00",0,48,0,0,0,0,0,1,0,0,0,1,1,8
$0.58,"$15,560.00",1,58,1,0,1,0,1,0,0,1,0,0,0,0
$1.38,"$5,000.00",0,50,1,0,1,1,0,0,1,0,1,0,0,9
$0.94,"$21,950.00",0,58,1,0,0,0,1,0,1,1,0,0,0,8
$2.74,"$28,000.00",1,48,1,0,1,0,1,0,1,1,0,0,0,4
$0.40,"$11,049.00",0,56,1,0,1,0,1,1,1,1,0,1,1,5
$0.14,$5.04,0,59,0,0,1,0,0,1,1,0,0,1,1,9
$0.65,"$3,706.00",0,58,1,0,0,1,0,0,1,0,1,0,0,6
$0.50,$15.00,0,59,1,0,1,0,0,1,0,0,0,1,1,11
$0.34,$75.00,0,58,1,0,1,0,0,1,1,0,0,1,1,10
$0.28,$46.00,0,50,0,0,0,0,0,1,1,0,0,1,1,4
$0.69,"$11,600.00",0,61,1,0,1,0,1,0,1,1,0,0,0,3
$1.79,"$48,025.00",0,48,1,0,0,0,1,0,0,1,0,0,0,6
$0.86,"$18,000.00",0,56,0,0,1,0,1,0,1,1,0,0,0,4
$0.45,$188.33,0,46,1,0,1,0,1,1,1,0,0,1,1,4
$0.34,"$75,000.00",1,52,1,0,0,0,1,0,0,1,0,0,0,4
$0.53,$30.00,0,54,0,0,1,0,0,1,1,0,0,1,1,2
$2.77,"$15,000.00",0,63,0,0,0,0,1,0,1,1,0,0,0,7
$2.12,"$14,246.00",0,49,1,0,0,0,1,1,0,1,0,1,1,8
$6.34,"$4,000.00",0,63,0,0,0,0,0,1,1,0,0,1,1,6
$0.20,$9.82,0,59,1,0,0,0,0,1,0,0,0,1,1,6
$0.16,$9.33,0,53,1,0,1,0,0,1,0,0,0,1,1,7
$0.27,$45.00,0,48,1,0,1,0,0,1,1,0,0,1,1,4
$0.66,$81.00,0,57,1,0,0,0,0,1,1,0,0,1,1,15
$0.33,"$1,125.00",0,50,1,0,1,1,0,0,1,0,1,0,0,10
$4.60,"$14,111.00",0,23,1,0,0,1,0,1,0,0,1,1,1,4
$0.99,"$19,400.00",0,32,1,0,0,0,1,0,0,1,0,0,0,4
$1.56,$151.00,0,32,1,0,0,0,0,1,1,0,0,1,1,5
$0.91,"$1,750.00",0,34,1,0,0,1,0,0,1,0,1,0,0,3
$3.38,"$2,272.00",0,34,1,0,0,1,0,1,1,0,1,1,1,5
$0.71,"$14,230.00",0,26,1,1,0,1,0,0,0,1,1,0,0,8
$1.76,"$12,000.00",0,30,0,0,1,0,1,0,0,1,0,0,0,3
$1.78,"$7,521.00",0,31,1,0,0,1,0,0,1,0,1,0,0,4
$0.23,$30.00,0,33,0,0,0,0,0,1,0,0,0,1,1,3
$0.51,$40.00,0,28,1,0,0,0,0,1,0,0,0,1,1,5
$6.14,"$55,706.00",0,29,0,0,0,0,1,0,0,1,0,0,0,7
$1.63,"$1,032.00",0,31,0,0,0,0,0,1,1,0,0,1,1,4
$0.66,"$4,098.00",0,31,1,0,0,1,0,0,1,0,1,0,0,2
$1.62,"$37,753.00",0,43,0,0,0,0,1,0,0,1,0,0,0,8
$0.83,"$5,400.00",0,44,1,0,0,0,1,0,1,1,0,0,0,5
$0.99,$187.00,0,37,1,0,0,0,0,1,1,0,0,1,1,3
$5.44,"$6,294.00",0,37,1,0,0,1,0,0,1,0,1,0,0,5
$3.43,"$4,280.00",0,37,1,0,0,1,0,0,0,0,1,0,0,4
$4.47,"$5,210.00",0,37,1,0,0,0,1,0,1,1,0,0,0,6
$3.73,"$2,398.00",0,36,1,0,1,1,0,1,1,0,1,1,1,8
$2.05,"$2,186.00",0,44,1,1,0,0,1,1,1,1,0,1,1,15
$2.91,"$2,989.00",0,40,1,0,1,1,0,1,0,0,1,1,1,5
$1.01,"$5,830.00",0,39,1,0,0,1,0,0,1,0,1,0,0,8
$2.08,$644.00,0,44,1,1,1,1,0,1,1,1,1,1,1,8
$0.63,"$3,413.00",0,40,1,1,0,1,0,0,1,1,1,0,0,9
$3.08,"$4,285.00",0,44,1,0,0,1,0,0,1,0,1,0,0,6
$0.27,$14.00,0,42,1,0,1,0,0,1,0,0,0,1,1,3
$2.28,"$5,734.00",0,45,0,0,0,1,0,0,1,0,1,0,0,3
$0.40,$50.00,0,36,1,0,0,0,0,1,1,0,0,1,1,2
$15.15,"$10,231.00",0,38,1,1,0,1,0,0,1,1,1,0,0,7
$1.06,"$2,106.00",0,36,1,0,1,1,0,0,1,0,1,0,0,6
$2.16,$131.00,0,36,1,0,1,0,0,1,1,0,0,1,1,4
$0.02,$1.69,0,63,0,1,0,0,0,0,1,1,0,0,0,3
$4.22,"$4,050.00",0,51,1,0,0,1,1,0,0,0,1,0,0,2
$7.95,"$20,277.20",0,47,1,0,1,0,1,1,1,1,0,1,1,7
$3.71,"$3,478.00",0,56,1,0,0,1,0,0,1,0,1,0,0,5
$1.44,"$2,260.00",0,46,1,0,0,1,0,0,1,0,1,0,0,9
$1.04,"$47,059.00",0,56,0,0,0,0,1,0,0,1,0,0,0,0
$1.23,"$40,307.00",0,59,1,0,0,0,1,0,0,1,0,0,0,2
$0.30,$45.00,0,55,1,0,1,0,1,1,1,0,0,1,1,8
$1.10,"$21,879.00",0,62,1,0,1,0,1,1,1,1,0,1,1,2
$3.83,"$37,050.00",0,64,1,0,0,0,1,0,0,1,0,0,0,3
$1.80,"$14,428.13",0,61,1,0,0,0,1,1,1,1,0,1,1,5
$6.44,"$31,200.00",0,46,1,0,0,0,1,0,0,1,0,0,0,8
$3.04,"$16,470.00",0,61,1,0,1,0,1,0,0,1,0,0,0,8
$0.97,"$40,050.00",0,65,1,0,1,0,1,1,1,1,0,1,1,2
$2.88,"$40,000.00",0,58,1,0,0,0,1,0,0,1,0,0,0,0
$0.25,$30.00,0,54,1,0,0,0,0,1,1,0,0,1,1,7
$0.94,"$4,845.00",1,64,1,0,0,1,0,0,1,0,1,0,0,5
$2.22,"$4,650.00",0,55,1,0,0,1,0,0,0,0,1,0,0,9
$1.44,$553.94,0,60,1,0,0,1,0,1,1,0,1,1,1,2
$0.56,$132.00,0,58,1,0,1,0,0,1,1,0,0,1,1,1
$1.10,"$10,562.00",0,59,0,0,0,0,1,0,0,1,0,0,0,3
$1.79,"$22,000.00",0,63,1,0,0,0,1,0,0,1,0,0,0,5
$6.45,"$21,500.00",0,58,1,0,0,0,1,0,1,1,0,0,0,5
$3.32,"$2,838.00",0,52,1,0,0,1,0,1,1,0,1,1,1,1
$1.59,"$36,500.00",1,49,0,0,1,0,1,0,1,1,0,0,0,2
$11.73,"$10,000.00",0,52,1,0,0,1,0,0,1,0,1,0,0,1
$0.46,$20.00,0,62,1,0,1,0,0,1,0,0,0,1,1,10
$1.99,"$1,176.00",0,63,1,0,0,1,1,1,1,0,1,1,1,2
$0.92,"$10,937.00",0,58,0,0,0,0,1,0,1,1,0,0,0,8
$4.49,"$1,801.00",0,53,1,0,0,1,1,0,1,0,1,0,0,0
$0.40,"$30,113.07",1,50,1,0,1,0,1,1,0,1,0,1,1,7
$2.27,"$6,088.00",0,60,1,0,0,1,0,1,0,0,1,1,1,2
$0.74,$53.27,0,48,1,0,0,0,0,1,1,0,0,1,1,7
$0.25,$20.00,0,62,1,0,0,0,0,1,1,0,0,1,1,10
$0.55,$40.00,0,56,0,0,0,0,0,1,1,0,0,1,1,9
$0.87,"$7,000.00",0,33,1,0,0,0,1,0,1,1,0,0,0,6
$2.50,$158.00,1,28,1,0,0,0,0,1,0,0,0,1,1,1
$4.21,"$2,000.00",0,35,1,0,0,1,0,0,1,0,1,0,0,8
$2.67,$152.00,0,33,1,0,0,0,0,1,0,0,0,1,1,5
$3.18,"$40,693.00",0,42,1,0,0,0,1,0,1,1,0,0,0,9
$4.20,"$8,088.00",0,41,1,0,0,1,0,1,1,0,1,1,1,9
$2.12,"$45,684.00",0,40,1,0,0,0,1,0,1,1,0,0,0,3
$1.82,"$5,118.00",0,45,1,0,1,0,0,1,1,0,0,1,1,8
$2.08,"$76,632.00",0,43,1,0,0,0,1,0,1,1,0,0,0,4
$4.90,"$10,842.00",1,39,0,0,0,0,0,1,1,0,0,1,1,5
$3.13,"$30,875.00",0,44,0,0,1,0,1,0,1,1,0,0,0,4
$0.72,"$8,509.83",0,55,0,0,0,0,1,1,0,1,0,1,1,4
$0.25,"$20,000.00",0,54,1,0,0,0,1,0,0,1,0,0,0,0
$3.05,"$30,000.00",0,48,1,0,0,0,1,0,1,1,0,0,0,0
$1.21,"$8,000.00",0,49,1,0,0,0,1,0,0,1,0,0,0,0
$7.38,"$1,929.00",0,55,1,0,0,1,0,1,1,0,1,1,1,7
$1.02,"$33,278.00",0,52,1,0,1,0,1,0,1,1,0,0,0,0
$1.70,"$35,196.00",0,60,1,0,0,0,1,1,0,1,0,1,1,5
$1.51,$235.00,1,65,0,0,1,0,0,1,1,0,0,1,1,1
$16.44,"$5,000.00",0,56,1,0,1,0,0,1,1,0,0,1,1,2
$0.06,$41.00,0,49,1,1,1,0,1,1,0,1,0,1,1,16
$1.28,"$41,800.00",0,48,0,0,1,0,1,0,1,1,0,0,0,3
$0.47,"$12,300.00",1,51,0,0,0,1,1,0,0,1,1,0,0,4
$1.17,$93.00,0,57,0,0,0,0,0,1,1,0,0,1,1,2
$0.12,$160.00,0,60,1,0,1,0,0,1,1,0,0,1,1,6
$2.76,"$3,103.12",0,53,1,0,0,1,0,1,0,0,1,1,1,8
$0.55,"$2,000.00",0,54,1,1,0,1,0,0,0,1,1,0,0,15
$2.20,"$13,996.00",0,46,1,0,0,0,0,1,1,0,0,1,1,7
$7.13,"$34,249.00",0,33,0,0,0,0,1,0,0,1,0,0,0,0
$1.95,"$8,386.00",0,33,1,0,0,1,0,0,1,0,1,0,0,9
$2.31,"$13,563.00",1,34,1,0,0,1,0,0,1,0,1,0,0,6
$0.88,"$22,263.00",0,35,1,0,1,0,1,1,0,1,0,1,1,1
$0.13,$7.27,1,28,1,0,0,0,0,1,0,0,0,1,1,6
$0.43,$217.00,0,41,1,0,0,0,0,1,0,0,0,1,1,11
$8.65,"$21,256.00",1,42,1,0,1,1,0,0,0,0,1,0,0,2
$1.52,"$3,487.00",0,37,1,0,0,1,0,0,1,0,1,0,0,3
$1.87,"$15,000.00",0,65,1,0,1,0,1,0,0,1,0,0,0,1
$1.70,$406.00,1,48,1,0,0,0,0,1,1,0,0,1,1,5
$0.37,$238.00,0,49,1,0,1,0,0,1,1,0,0,1,1,5
$6.26,"$12,644.00",0,53,1,0,0,1,0,0,0,0,1,0,0,4
$0.74,"$6,770.00",0,46,1,0,0,0,1,1,1,1,0,1,1,3
$0.65,$100.00,0,52,1,0,1,0,1,1,1,0,0,1,1,3
$0.76,$100.00,0,50,1,1,0,0,1,1,0,1,0,1,1,11
$6.66,"$6,000.00",0,48,1,0,0,1,0,0,1,0,1,0,0,6
$4.49,"$4,502.39",0,51,1,0,0,1,0,1,1,0,1,1,1,15
$0.59,"$11,000.00",0,25,1,0,0,0,1,0,1,1,0,0,0,3
$0.07,$30.00,0,32,1,0,0,0,0,1,1,0,0,1,1,6
$1.51,"$19,241.00",0,29,0,0,0,0,1,0,1,1,0,0,0,4
$1.29,"$50,081.00",0,35,1,0,0,0,1,0,1,1,0,0,0,7
$0.92,"$10,841.69",1,33,1,0,0,0,1,1,1,1,0,1,1,5
$1.54,"$4,301.00",1,33,1,0,0,1,0,1,1,0,1,1,1,8
$0.61,"$24,627.00",0,35,1,0,0,0,1,1,0,1,0,1,1,6
$11.35,"$49,200.00",0,31,1,0,0,0,1,0,1,1,0,0,0,7
$0.67,$8.88,0,34,1,0,0,0,0,1,0,0,0,1,1,15
$1.54,$70.00,1,28,1,0,0,0,0,1,1,0,0,1,1,6
$0.69,"$35,000.00",0,29,1,0,0,0,1,0,0,1,0,0,0,5
$5.91,"$2,309.76",0,30,1,0,1,1,0,1,1,0,1,1,1,8
$1.03,"$2,000.00",0,26,1,0,0,1,0,0,1,0,1,0,0,6
$2.17,"$16,369.00",1,33,1,0,0,0,1,1,0,1,0,1,1,4
$2.06,"$1,563.00",0,27,1,0,0,1,0,0,0,0,1,0,0,2
$2.56,"$35,132.00",0,31,1,0,0,0,1,1,0,1,0,1,1,4
$11.47,"$13,500.00",0,31,1,0,0,1,0,1,0,0,1,1,1,9
$7.28,"$5,450.00",0,31,1,0,1,1,0,0,0,0,1,0,0,8
$0.60,"$1,000.00",0,34,0,0,1,1,0,0,1,0,1,0,0,1
$0.80,"$6,299.00",0,34,1,1,0,1,0,0,0,1,1,0,0,5
$2.31,"$3,035.00",1,34,1,0,1,1,0,1,1,0,1,1,1,7
$3.46,"$13,852.00",0,31,1,0,1,1,0,1,0,0,1,1,1,7
$1.70,"$4,069.00",0,33,1,0,0,1,0,0,1,0,1,0,0,8
$0.54,$307.00,0,27,1,0,0,0,0,1,0,0,0,1,1,1
$2.26,"$2,533.00",0,32,1,0,0,1,0,1,1,0,1,1,1,6
$10.24,"$8,304.00",0,27,1,0,0,1,0,0,1,0,1,0,0,3
$2.12,$51.00,0,35,0,0,0,0,0,1,1,0,0,1,1,5
$0.13,$95.00,0,26,1,0,0,0,0,1,0,0,0,1,1,5
$0.09,$3.39,0,28,1,0,0,0,0,1,1,0,0,1,1,7
$0.18,$8.58,0,31,1,0,0,0,0,1,0,0,0,1,1,1
$5.77,"$14,854.56",0,34,1,0,1,1,1,1,1,0,1,1,1,7
$1.01,$215.00,0,28,1,0,0,0,0,1,0,0,0,1,1,6
$4.47,"$85,000.00",0,29,0,0,0,0,1,0,1,1,0,0,0,8
$0.19,$56.00,0,31,1,0,0,0,0,1,1,0,0,1,1,6
$0.58,$100.00,0,28,0,0,1,0,0,1,1,0,0,1,1,1
$0.92,"$33,247.00",0,40,1,0,1,1,1,0,0,1,1,0,0,4
$6.95,"$20,000.00",0,36,1,0,0,1,1,0,0,1,1,0,0,4
$1.46,"$30,000.00",0,41,1,0,0,0,1,0,1,1,0,0,0,6
$5.15,"$19,843.00",0,44,0,0,0,0,1,0,1,1,0,0,0,5
$7.18,"$5,889.00",0,38,1,0,1,1,0,1,1,0,1,1,1,8
$1.33,"$5,389.00",1,40,1,0,0,1,0,0,1,0,1,0,0,5
$1.02,"$30,000.00",0,44,1,0,0,0,1,0,1,1,0,0,0,7
$0.52,"$9,400.00",0,41,0,0,1,0,1,0,0,1,0,0,0,4
$0.68,$903.00,1,39,0,0,0,1,0,0,1,0,1,0,0,4
$0.47,"$25,000.00",0,41,0,0,0,0,1,0,0,1,0,0,0,3
$1.66,"$55,296.00",0,42,1,0,0,1,1,0,0,1,1,0,0,8
$1.86,"$16,685.00",0,43,1,0,0,0,1,0,0,1,0,0,0,0
$0.62,$60.00,1,36,1,0,0,0,0,1,1,0,0,1,1,4
$1.32,$267.00,0,37,1,0,0,0,0,1,1,0,0,1,1,6
$0.93,$551.00,0,37,0,0,0,1,0,0,1,0,1,0,0,4
$1.06,$147.00,0,37,0,0,0,0,0,1,0,0,0,1,1,4
$1.73,"$1,323.00",0,42,1,0,0,1,0,0,0,0,1,0,0,8
$1.63,"$27,000.00",1,43,1,0,0,0,1,0,1,1,0,0,0,7
$1.99,"$5,370.00",0,38,1,0,0,0,1,0,1,1,0,0,0,0
