current_age,retirement_age,birth_month,gender,yearly_income,total_debt,credit_score,Credit_limit,Debit_limit,Debit (Prepaid)_limit,Credit_expires,Debit_expires,Debit (Prepaid)_expires,has_chip,num_credit_cards,Automotive & Transportation Services,Clothing & Fashion,Digital Goods & Computers,Electronics & Appliances,Freight & Trucking,Hotels & Accommodation,Legal & Financial Services,Machinery & Tools,Medical & Healthcare Services,Movies & Theaters,Postal Services - Government Only,Rail & Bus Transport,Restaurants & Eating Places,Retail Stores,Sports & Recreational Activities,Steel & Metal Products,Telecommunications & Media,Utilities & Home Services,Label_Rewards_Credit_Card,Label_Insurance_Solutions,Label_Digital_Financing,Label_Home_Improvement_Loan,Label_Auto_Vehicle_Financing,Label_Commodity_Investment_Services,Label_Travel_Rewards_Card,Label_Savings_Investment_Plans,Label_Wealth_Management_Savings,Label_Card_Upgrade,Label_Retention_Efforts
99.0,67.0,10.0,0.0,51110.0,3781.0,709.0,23000.0,114629.99999999999,0.0,2020.0,2024.0,0.0,0.0,8.0,1555.85,1177.73,97.66,513.63,97.65,368.28,612.33,3676.93,21118.31,1488.31,66.13,1636.87,5341.43,16183.3,1692.26,363.47,34723.14,5674.34,2,2,2,2,1,2,2,3,0,3,1
37.0,63.0,1.0,1.0,25205.0,65179.0,688.0,0.0,0.0,83.0,0.0,2.2737367544323206e-13,2017.0,1.0,1.0,2786.8,549.17,80.85,293.6,101.93,129.43,151.72,1156.33,2837.66,834.29,54.87,210.01,2879.25,7469.54,361.09,504.65,1811.85,2448.26,0,0,0,0,0,0,0,1,0,0,2
70.0,66.0,10.0,0.0,29164.0,19851.0,625.0,12200.0,51168.0,0.0,2021.0,2022.0,0.0,1.0,4.0,2242.07,1043.98,123.38,296.49,216.76,944.89,275.39,1066.98,3253.95,865.18,0.0,703.71,48.97,7412.88,1313.24,1637.15,3894.77,6055.28,2,0,0,1,0,1,2,2,0,1,1
82.0,67.0,8.0,0.0,21815.000000000004,1597.0,498.0,28000.0,15272.0,0.0,2024.0,2024.0,0.0,1.0,5.0,2078.45,397.8,0.0,21.53,33.15,346.64,450.24,1323.29,3028.92,602.16,0.0,0.0,2774.22,4844.76,0.0,745.23,3285.31,1083.51,1,0,0,0,0,1,1,2,0,2,1
66.0,68.0,3.0,0.0,35560.0,60397.0,723.0,23900.0,1778.0,48.0,2023.0,2021.0,2012.0,0.0,5.0,4465.18,2292.24,0.0,1173.16,95.46,1535.36,243.47,3658.02,9208.21,173.74,42.08,1778.41,3831.83,20073.19,353.33,994.61,6623.85,2673.67,2,2,0,0,0,1,2,1,0,3,2
22.0,68.0,9.0,0.0,2026.0,1417.0,779.0,0.0,0.0,77.99999999999999,0.0,2.2737367544323206e-13,2019.0,1.0,1.0,2251.79,686.92,21.27,160.9,81.78,536.35,217.19,486.67,2532.95,768.73,1.69,1269.04,1882.82,6680.64,435.9,315.63,3290.21,2892.79,1,0,1,1,1,0,0,1,1,0,2
31.0,69.0,5.0,1.0,59455.0,96224.0,557.0,11600.0,0.0,0.0,2023.0,2.2737367544323206e-13,0.0,1.0,1.0,2376.28,1275.08,30.32,369.6,92.85,598.12,2211.12,1734.67,3871.29,876.94,42.22,3120.08,2674.35,7746.33,453.53,1645.17,6850.27,2913.02,0,1,1,1,1,2,1,0,1,1,3
47.0,68.0,9.0,1.0,25748.0,41455.0,738.0,5400.0,15216.0,0.0,2016.0,2024.0,0.0,0.0,3.0,3154.51,191.43,101.63,102.63,105.94,151.2,0.0,936.62,6181.6,437.92,12.51,1053.11,89.44,14790.49,173.84,204.82,8271.04,3508.44,2,2,1,0,0,0,1,1,0,2,1
29.0,60.0,4.0,1.0,32636.0,42290.0,782.0,0.0,9953.0,0.0,0.0,2023.0,0.0,1.0,1.0,4316.6,708.56,87.8,337.17,70.43,544.81,1347.97,767.93,3733.6,447.52,24.65,6227.91,1281.99,8822.28,242.91,672.48,11651.87,2514.46,1,0,2,1,1,0,1,1,1,1,3
24.0,65.0,6.0,1.0,23212.0,25138.0,799.0,0.0,29500.0,0.0,0.0,2022.0,0.0,1.0,3.0,574.26,347.42,0.0,124.08,0.0,186.89,0.0,245.52,1070.9,370.14,0.0,12598.87,178.1,2890.85,29.23,87.64,8283.21,2356.97,2,0,2,1,1,0,2,1,1,1,1
58.0,71.0,5.0,1.0,24155.0,2870.0000000000073,802.0,6300.0,20417.0,95.0,2022.0,2022.0,2008.0,1.0,3.0,5138.65,257.69,71.96,25.79,153.35,504.12,294.0,1360.37,6313.39,362.74,112.49,187.76,1061.65,14525.6,25.91,50.18,7897.33,86.21,3,1,2,1,1,1,1,3,1,1,1
22.0,68.0,8.0,1.0,33337.0,71679.0,712.0,4800.0,0.0,0.0,2024.0,2.2737367544323206e-13,0.0,1.0,1.0,2129.47,1157.3,228.33,250.07,228.09,752.28,731.12,713.98,3858.43,618.61,135.87,461.82,647.33,6026.55,256.82,969.42,5834.52,1928.99,0,2,1,0,0,0,0,0,0,1,3
35.0,67.0,6.0,1.0,30217.0,23394.0,705.0,0.0,47152.0,0.0,0.0,2023.0,0.0,1.0,4.0,4069.24,2042.98,0.0,458.09,171.86,543.21,334.05,755.05,2388.55,1184.27,0.0,449.32,6552.16,7630.77,968.09,977.1,7131.17,3010.61,2,0,0,0,0,0,1,1,0,1,1
63.0,62.0,8.0,1.0,12796.0,22192.0,644.0,0.0,36533.0,101.99999999999999,0.0,2015.0,2020.0,1.0,3.0,6859.03,1147.84,66.5,32.02,0.0,0.0,0.0,691.51,6780.87,1470.16,0.0,3659.77,1864.32,18997.52,303.02,0.0,1020.0,1890.63,2,1,0,0,1,0,1,2,0,0,0
38.0,72.0,10.0,0.0,72647.0,90579.0,739.0,19100.0,0.0,0.0,2020.0,2.2737367544323206e-13,0.0,1.0,1.0,3966.93,1326.58,168.49,441.57,156.39,678.92,1318.53,1490.33,4097.7,398.48,35.16,6618.7,4061.95,6946.54,4528.54,743.94,5756.87,3938.02,1,2,1,2,1,1,2,0,0,1,2
76.0,68.0,10.0,0.0,31145.0,5132.0,689.0,9000.0,68073.0,0.0,2020.0,2024.0,0.0,1.0,4.0,2426.88,600.62,213.65,1250.04,1856.09,68.51,1702.3,2795.43,2879.47,3248.34,1348.67,631.43,1439.49,8280.59,104.14,989.86,4879.35,3814.26,2,1,1,0,0,2,1,3,0,1,1
33.0,69.0,8.0,0.0,28696.0,52910.0,686.0,13200.0,10198.0,0.0,2024.0,2024.0,2020.0,1.0,4.0,2908.34,503.65,59.71,124.54,79.42,628.22,860.87,667.05,4509.94,541.24,46.21,4572.69,2504.35,10462.91,335.93,645.77,4522.09,2199.9,1,0,0,0,0,0,2,0,0,1,1
59.0,72.0,1.0,0.0,36760.0,95755.0,593.0,0.0,33969.0,0.0,0.0,2023.0,0.0,1.0,2.0,2020.81,120.14,233.51,802.79,170.32,231.08,4923.41,844.77,2791.58,774.74,13.62,17840.86,806.78,4665.02,112.59,519.49,7331.9,2049.71,0,0,1,0,0,0,1,2,1,1,2
25.0,67.0,8.0,0.0,88554.0,142154.0,701.0,0.0,63005.0,0.0,0.0,2020.0,0.0,0.0,2.0,3216.3,2629.36,70.32,631.9,212.44,642.41,1857.08,2123.01,3775.2,1127.28,39.57,1345.29,3078.61,9711.2,4844.65,1214.33,5367.55,4448.79,1,1,1,2,1,2,1,1,1,1,1
69.0,66.0,12.0,0.0,99825.0,4344.0,685.0,61500.0,19959.0,0.0,2024.0,2023.0,0.0,0.0,4.0,46672.26,737.93,214.67,553.82,280.52,3048.37,7139.2,3841.25,35551.54,619.05,275.36,0.0,1298.8,103629.76,199.73,3794.81,14941.92,7482.38,2,2,2,2,2,3,3,2,2,3,1
69.0,60.0,3.0,0.0,32952.0,5077.0,765.0,0.0,9956.0,0.0,0.0,2023.0,0.0,1.0,1.0,7558.55,1020.74,96.9,334.76,29.33,239.62,2010.66,1132.8,2632.0,972.77,15.03,2453.75,3635.38,7254.28,439.59,1229.28,18113.71,2410.34,1,1,2,1,2,2,0,3,2,1,3
80.0,67.0,4.0,0.0,16645.999999999996,1639.0,590.0,16400.0,0.0,0.0,2024.0,2.2737367544323206e-13,0.0,1.0,2.0,7221.27,565.83,0.0,0.0,53.53,2348.76,1531.94,3389.37,6320.66,2250.84,90.16,13996.91,1811.2,20883.75,1868.53,1387.85,5378.15,4445.81,1,1,0,1,1,2,1,2,0,1,3
63.0,65.0,11.0,0.0,54095.0,76109.0,753.0,18800.0,38014.0,0.0,2006.0,2020.0,0.0,1.0,3.0,7475.78,1003.92,128.21,558.15,171.95,322.37,630.08,1835.42,5764.66,1597.64,45.38,2043.26,7907.82,13031.28,637.96,743.13,12427.26,2671.66,3,3,3,2,3,1,2,2,1,1,0
56.0,66.0,9.0,1.0,48944.0,79960.0,813.0,16200.0,134460.0,2.0,2016.0,2023.0,2024.0,1.0,7.0,4970.68,2188.43,2.94,1250.15,0.0,109.02,685.42,3458.54,1400.1,92.48,0.0,4385.74,1298.16,8642.04,0.0,553.96,4265.14,6508.05,3,1,2,3,2,1,3,2,1,1,1
18.0,62.0,1.0,0.0,30778.0,73680.0,681.0,5300.0,0.0,0.0,2023.0,2.2737367544323206e-13,0.0,1.0,1.0,2118.0,1080.09,158.69,475.11,413.8,233.67,532.16,879.1,2476.34,413.3,303.65,294.28,2055.84,7327.13,228.77,437.12,3774.13,2064.05,0,1,0,0,0,0,0,0,0,1,3
32.0,67.0,7.0,0.0,33212.0,59638.0,649.0,0.0,7676.0,0.0,0.0,2024.0,0.0,1.0,1.0,4329.76,821.95,4.92,115.55,98.13,156.37,1059.15,1364.05,2727.52,596.05,52.23,3083.34,2981.92,6096.07,335.04,504.13,5034.99,2734.06,0,0,0,0,0,0,0,1,0,1,3
41.0,71.0,3.0,0.0,34774.0,78060.0,850.0,8500.0,54977.0,0.0,2023.0,2023.0,0.0,1.0,5.0,1382.85,712.82,245.4,125.41,0.0,0.0,1558.35,163.64,1863.7,1640.96,0.0,411.77,742.43,4110.44,0.0,0.0,5748.24,3608.67,3,0,2,1,1,0,1,1,1,1,1
33.0,65.0,11.0,0.0,37384.0,49182.0,713.0,14300.0,4924.0,0.0,2024.0,2020.0,0.0,0.0,3.0,2910.87,550.51,0.0,410.48,0.0,620.68,2353.08,936.83,3557.76,172.72,0.0,190.86,15768.05,6724.46,580.56,223.01,5288.18,2510.83,2,1,0,0,0,0,1,0,1,2,2
54.0,68.0,8.0,1.0,37579.0,0.0,742.0,45900.0,0.0,0.0,2023.0,2.2737367544323206e-13,0.0,1.0,5.0,2692.56,725.17,195.58,317.36,633.18,806.56,1625.34,486.28,3897.21,1034.34,593.51,1045.13,6151.27,7215.9,223.03,988.32,4759.92,2460.4,2,2,1,0,0,1,1,2,0,2,2
52.0,60.0,10.0,1.0,29957.0,60321.0,624.0,9100.0,50375.0,0.0,2022.0,2024.0,0.0,1.0,5.0,2785.81,750.19,0.0,129.63,0.0,197.19,0.0,452.41,4994.52,358.06,0.0,647.95,760.94,5840.66,73.45,69.58,7544.63,1976.59,1,0,1,0,0,0,1,2,0,1,1
50.0,70.0,1.0,1.0,26758.0,41064.0,734.0,11000.0,9898.000000000004,164.0,2015.0,2022.0,2022.0,0.0,5.0,1582.83,1658.19,210.5,41.73,110.29,110.95,253.52,124.19,1490.34,63.06,39.69,374.92,0.0,3749.56,61.45,952.0,3348.92,3385.67,2,1,1,0,0,0,1,0,0,2,2
50.0,68.0,11.0,0.0,38142.0,0.0,768.0,0.0,57708.0,0.0,0.0,2021.0,0.0,0.0,4.0,7113.42,947.14,106.62,229.87,240.58,506.46,580.59,719.46,2854.72,474.08,109.85,365.06,5625.09,6012.49,88.33,486.49,9208.4,3183.7,3,1,2,1,2,1,1,2,1,1,0
29.0,66.0,8.0,0.0,40005.0,37694.0,737.0,9300.0,27762.0,0.0,2020.0,2021.0,0.0,0.0,2.0,2489.2,646.75,43.73,237.55,27.23,310.52,1718.11,531.9,2367.84,275.72,0.0,319.58,6572.44,4660.58,174.32,307.21,4574.54,2543.31,1,1,0,0,0,0,0,1,0,1,1
52.0,72.0,10.0,0.0,52186.0,42852.0,737.0,16000.0,46122.0,0.0,2022.0,2022.0,0.0,0.0,4.0,5688.81,7542.85,58.4,0.0,366.66,1454.18,667.42,791.98,871.55,652.8,510.15,2209.22,3030.94,5540.48,5923.38,1753.0,3655.91,3714.68,2,3,1,1,2,1,3,1,0,2,1
25.0,65.0,10.0,0.0,30004.0,67526.0,738.0,6900.0,20025.0,0.0,2021.0,2023.0,0.0,1.0,3.0,4111.95,1030.01,61.08,147.43,195.87,528.02,614.7,954.82,6114.51,625.71,110.35,2890.18,2097.09,11444.54,251.14,290.58,3910.04,2358.63,1,2,0,0,0,0,1,1,0,1,1
54.0,66.0,12.0,0.0,35114.0,24637.0,686.0,8900.0,53142.0,0.0,2022.0,2024.0,0.0,0.0,5.0,6640.79,10871.46,255.63,202.5,0.0,315.21,0.0,887.88,3186.75,2246.36,0.0,41380.26,2414.13,20922.11,420.22,1114.07,8090.41,2375.45,2,0,1,0,1,1,2,2,0,2,1
74.0,71.0,1.0,0.0,39003.0,10793.0,788.0,28600.0,56837.0,0.0,2021.0,2023.0,0.0,0.0,5.0,5170.82,2764.91,123.9,59.66,38.57,371.49,3032.75,961.04,5109.87,2682.4,21.19,334.5,2231.61,9714.08,5355.54,900.54,6524.02,2635.85,3,0,1,1,1,1,1,3,2,3,1
47.0,65.0,12.0,0.0,34441.0,907.0,725.0,0.0,66913.0,0.0,0.0,2023.0,0.0,1.0,4.0,18137.56,593.23,174.54,0.0,1252.87,1369.48,5729.49,2059.41,3729.88,564.52,1196.24,11162.87,8413.16,27073.94,971.39,1043.76,8929.47,1856.8,2,2,1,0,1,2,2,2,1,1,1
61.0,69.0,7.0,1.0,101018.0,78115.0,748.0,33500.0,136218.0,52.0,2024.0,2024.0,2023.0,0.0,6.0,13383.67,4782.87,0.0,1205.51,457.36,1088.18,2830.95,1537.31,7198.84,796.09,327.67,3474.37,5848.01,10966.88,1239.66,165.18,12372.34,4637.35,2,3,2,2,2,1,3,2,1,3,1
31.0,68.0,8.0,1.0,67230.0,45269.0,685.0,0.0,37377.0,64.0,0.0,2024.0,2020.0,1.0,2.0,4579.21,2501.85,161.42,278.01,152.77,1634.54,3165.99,388.08,2109.5,398.99,0.0,18379.69,2670.55,7343.49,229.91,3756.27,6642.1,5102.69,1,1,1,2,1,2,2,1,1,1,2
20.0,71.0,1.0,1.0,30229.0,43239.0,595.0,0.0,20131.0,45.0,0.0,2021.0,2023.0,0.0,3.0,3649.78,957.42,123.95,515.19,404.98,536.47,988.68,1460.48,5507.31,880.24,408.25,789.52,1771.1,13923.19,513.14,791.53,5378.38,4314.35,2,1,0,1,0,0,1,1,0,2,1
56.0,68.0,12.0,0.0,31533.0,42315.0,753.0,6700.0,23282.0,0.0,2024.0,2024.0,0.0,1.0,3.0,2432.16,1578.58,254.47,89.87,196.47,0.0,5229.67,690.09,3162.15,378.07,0.0,5.15,2002.89,6861.29,196.56,0.0,4223.69,2704.29,3,1,2,1,1,0,1,2,2,1,1
44.0,67.0,9.0,0.0,56605.0,87970.0,624.0,2500.0,33996.0,0.0,2019.0,2022.0,0.0,0.0,3.0,4351.07,1302.32,0.0,581.69,0.0,1187.76,0.0,1623.78,6127.89,820.6,0.0,416.29,598.54,8508.71,132.1,1092.56,4049.09,7001.43,1,2,1,2,1,1,3,1,0,2,1
50.0,71.0,9.0,0.0,61008.0,0.0,781.0,35500.0,46294.0,0.0,2012.0,2022.0,0.0,0.0,4.0,3830.94,1597.43,665.97,633.83,66.32,1609.58,1716.49,2479.64,1279.42,322.38,64.74,579.88,920.63,5005.2,272.5,888.61,6493.02,3765.65,3,1,3,2,2,3,3,1,2,3,1
34.0,66.0,11.0,0.0,45419.0,124370.0,721.0,20700.0,18137.0,0.0,2021.0,2023.0,0.0,1.0,3.0,6147.72,696.14,107.26,546.69,0.0,0.0,914.39,2185.7,7230.0,2828.81,0.0,178.84,907.66,21248.76,238.89,142.17,2781.94,4001.72,2,3,1,2,2,1,2,0,0,2,1
65.0,66.0,3.0,0.0,39221.0,45409.0,786.0,22500.0,15774.0,0.0,2023.0,2021.0,0.0,1.0,4.0,10789.71,680.89,0.0,2.29,164.0,0.0,266.35,138.53,6445.66,817.17,0.0,189.07,1576.8,5845.41,0.0,860.3,5698.69,3278.47,2,1,1,1,2,0,1,1,1,2,1
43.0,66.0,9.0,0.0,36315.0,0.0,824.0,0.0,51475.0,0.0,0.0,2024.0,0.0,1.0,3.0,1661.34,534.33,0.0,146.77,194.86,0.0,449.28,2363.49,4545.25,935.2,63.58,636.12,1158.64,9287.44,596.97,427.16,6357.92,2326.32,2,0,1,1,1,2,1,2,1,1,1
31.0,70.0,8.0,0.0,34311.0,6971.0,680.0,0.0,63142.0,0.0,0.0,2024.0,0.0,0.0,4.0,2780.61,361.97,215.61,346.85,231.6,221.31,89.32,319.41,2758.71,741.87,106.47,264.27,3236.28,5730.28,0.0,735.86,3468.58,1025.53,1,1,1,0,0,1,1,2,0,2,1
64.0,70.0,2.0,0.0,26535.0,93592.0,724.0,15500.0,11067.0,0.0,2022.0,2023.0,0.0,1.0,5.0,841.12,569.91,273.65,170.97,0.0,0.0,1619.4,632.58,1099.31,162.36,0.0,1269.22,2346.83,2499.49,170.15,458.73,2823.34,701.17,1,1,1,0,0,0,1,1,0,1,1
63.0,65.0,10.0,1.0,26600.0,0.0,799.0,0.0,47428.0,0.0,0.0,2024.0,0.0,0.0,4.0,3087.52,618.42,145.14,127.4,111.61,362.06,198.32,315.05,2360.61,3195.49,0.0,610.95,594.25,3738.13,0.0,0.0,5755.0,1645.35,3,0,1,1,1,1,1,3,1,2,1
48.0,68.0,7.0,1.0,31553.0,63938.0,729.0,10600.0,19882.0,0.0,2021.0,2024.0,0.0,0.0,3.0,8317.39,128.91,0.0,33.09,167.02,135.25,481.0,413.96,17166.53,710.61,137.71,630.23,300.07,34740.77,3305.96,145.43,5459.3,2944.86,2,2,0,0,1,0,1,1,0,2,1
40.0,66.0,4.0,0.0,31377.0,59615.0,722.0,7800.0,13601.0,0.0,2024.0,2022.0,0.0,1.0,2.0,5911.32,2209.92,222.44,154.68,0.0,613.27,2961.94,368.98,4561.06,190.03,0.0,308.89,210.22,7504.14,53.99,551.02,6661.33,4022.17,1,1,1,1,1,0,0,1,1,1,2
56.0,63.0,6.0,0.0,44875.0,125909.0,510.0,0.0,0.0,37.0,0.0,2.2737367544323206e-13,2010.0,1.0,1.0,1429.3,189.61,67.96,48.99,41.54,6.88,8.25,156.63,525.53,269.65,23.71,4540.92,1870.34,2303.71,52.23,17.12,245.61,191.4,0,1,1,1,1,0,2,2,0,0,2
63.0,69.0,9.0,0.0,81048.0,156195.0,781.0,28700.0,4052.0,58.0,2010.0,2012.0,2024.0,0.0,4.0,4585.02,1737.72,77.72,240.5,153.44,554.26,520.98,2283.67,4825.58,1412.19,40.51,654.12,2010.78,9747.19,350.37,1100.16,3889.82,3266.77,3,1,2,2,2,2,2,1,1,3,2
23.0,75.0,10.0,0.0,37717.0,60367.0,688.0,0.0,48793.0,0.0,0.0,2020.0,0.0,1.0,3.0,3644.19,671.95,127.51,265.48,27.0,453.28,1952.29,766.37,3628.94,611.6,34.42,3800.45,2380.6,8531.44,262.18,766.73,4017.06,2917.02,1,0,0,0,0,0,1,1,1,0,0
77.0,72.0,5.0,0.0,31555.0,12777.0,696.0,0.0,23127.0,59.0,2021.0,2023.0,2020.0,1.0,4.0,624.24,773.09,0.0,470.33,0.0,1133.06,1444.87,993.14,2537.59,467.72,0.0,1021.32,171.41,3556.93,457.7,377.49,361.68,1070.39,1,0,0,0,0,1,2,3,0,1,1
31.0,65.0,10.0,0.0,62692.0,50290.0,698.0,0.0,49705.0,0.0,0.0,2024.0,0.0,1.0,2.0,2663.39,1593.9,481.22,387.71,261.54,1227.66,1866.82,652.0,2913.59,302.03,26.97,9105.83,2307.82,8408.16,265.62,1673.54,4569.17,6632.58,1,2,2,2,1,2,2,1,1,1,2
43.0,67.0,12.0,1.0,50174.0,145300.0,643.0,24500.0,27290.0,0.0,2022.0,2020.0,0.0,1.0,4.0,4980.27,431.59,0.0,60.32,489.3,816.78,5724.76,682.73,4412.24,2647.33,338.78,513.11,1885.5,9358.44,1643.38,1890.0,4824.74,4527.14,2,2,1,2,1,1,2,0,1,2,1
64.0,69.0,6.0,0.0,38088.0,51679.0,691.0,0.0,23827.0,0.0,0.0,2022.0,0.0,1.0,2.0,1942.9,1716.48,0.0,153.86,103.81,1523.15,0.8,423.59,2092.77,1320.76,260.98,49326.54,625.28,3683.88,349.05,364.62,5185.71,4827.47,1,1,0,1,0,0,1,2,0,1,2
18.0,66.0,4.0,0.0,64504.0,69041.0,695.0,0.0,68914.0,0.0,0.0,2023.0,0.0,0.0,3.0,2350.42,1123.05,65.52,365.4,80.95,564.99,1209.59,1023.22,2524.91,922.66,39.51,4425.34,2771.97,4519.07,106.16,752.49,4323.22,2316.16,1,1,1,1,1,1,3,1,0,2,1
33.0,65.0,7.0,0.0,41069.0,64073.0,644.0,9700.0,41531.0,0.0,2024.0,2024.0,0.0,1.0,3.0,9947.37,340.9,410.3,342.28,109.07,0.0,649.83,2802.33,16181.75,751.86,0.0,6744.18,1583.53,41858.23,2164.2,57.55,6020.04,3115.6,2,2,2,1,2,1,3,1,0,1,1
43.0,68.0,2.0,0.0,32770.0,103262.0,641.0,10900.0,19104.0,0.0,2023.0,2023.0,0.0,1.0,4.0,3444.44,826.85,0.0,0.0,12.22,0.0,2305.49,127.58,8070.93,358.95,41.1,460.57,102.1,5416.82,172.79,0.0,7783.09,1036.06,1,1,1,0,0,0,1,1,1,1,1
73.0,65.0,1.0,0.0,31317.0,4591.0,687.0,0.0,39906.0,172.0,0.0,2022.0,2021.0,1.0,4.0,2267.84,818.4,140.74,266.68,98.2,810.95,686.56,1860.54,3940.11,1217.56,114.48,486.29,854.18,8987.44,1155.8,521.11,4081.0,2201.69,2,1,0,0,0,2,1,3,0,1,1
37.0,72.0,2.0,0.0,42120.0,72801.0,739.0,0.0,70587.0,0.0,0.0,2023.0,0.0,1.0,4.0,3446.32,1264.21,275.39,593.92,53.27,118.75,0.0,1555.79,2090.08,458.22,53.35,7209.32,579.04,4667.0,60.36,1096.99,5601.8,2899.94,1,2,2,1,1,1,3,1,0,1,1
70.0,66.0,7.0,1.0,23082.0,23406.0,638.0,23600.0,21964.0,0.0,2022.0,2024.0,0.0,0.0,5.0,2009.29,5863.49,0.0,266.22,103.03,2410.66,845.65,3053.65,2820.49,457.64,0.0,698.91,1657.06,11297.83,46.05,1568.42,3526.79,3390.56,2,0,0,0,0,1,2,1,0,3,1
59.0,68.0,11.0,0.0,51788.0,77642.0,675.0,0.0,23186.0,0.0,0.0,2021.0,0.0,1.0,2.0,6332.52,15051.72,0.0,700.78,484.91,1757.22,2357.35,2477.18,6981.05,1677.83,40.93,0.0,1995.93,24101.0,252.21,346.3,4133.92,8230.04,1,2,1,2,2,1,2,2,1,0,1
22.0,68.0,6.0,0.0,52379.0,107734.0,771.0,0.0,43170.0,72.0,0.0,2022.0,2020.0,1.0,3.0,5922.88,1068.41,77.27,115.06,113.62,854.66,533.82,1116.02,5443.85,1248.71,36.34,4795.44,4908.75,16797.68,1971.98,486.18,11006.6,2641.57,3,2,3,2,3,0,3,1,1,1,1
44.0,67.0,3.0,0.0,32330.0,97190.0,835.0,11600.0,34988.0,0.0,2022.0,2022.0,0.0,1.0,4.0,7166.81,848.79,112.26,878.58,0.0,75.62,416.46,1557.94,7350.74,267.81,0.0,1673.59,2237.15,23292.14,1683.27,143.96,9959.74,1543.81,3,1,2,1,2,0,1,1,1,1,1
58.0,65.0,1.0,0.0,25334.0,182.0,696.0,8000.0,15240.0,0.0,2021.0,2020.0,0.0,1.0,3.0,1413.99,93.89,170.03,54.14,0.0,403.45,0.0,641.17,3744.58,579.85,0.0,121.55,560.04,6310.45,169.7,249.4,908.84,2033.27,1,0,0,0,0,1,1,3,0,0,0
47.0,67.0,7.0,0.0,68710.0,201796.0,717.0,14200.0,59231.0,0.0,2022.0,2021.0,0.0,1.0,3.0,6048.52,466.58,149.69,900.87,215.1,3023.94,617.8,1019.83,3555.98,1753.45,0.0,221.25,1780.47,11257.04,439.33,4511.03,4621.92,4804.91,2,2,1,2,2,2,3,1,0,1,1
30.0,66.0,4.0,1.0,56383.0,130152.0,800.0,49200.0,2819.0,0.0,2021.0,2009.0,0.0,0.0,4.0,2607.08,897.27,224.0,439.09,42.09,1287.8,0.0,1640.23,2557.95,983.46,27.86,463.14,1184.56,8799.2,244.13,1063.28,7515.89,4363.23,2,1,3,3,2,1,3,0,1,2,1
62.0,66.0,8.0,1.0,38681.0,113190.0,663.0,25000.0,41602.0,0.0,2024.0,2020.0,0.0,0.0,5.0,2769.08,1643.71,0.0,267.44,2349.94,605.05,1122.58,285.14,1750.98,4067.62,2287.26,159.76,3126.45,6703.23,83.18,0.0,4848.21,5457.34,2,1,0,1,0,0,1,2,0,3,1
24.0,54.0,3.0,0.0,91237.0,231619.0,594.0,14200.0,0.0,0.0,2022.0,2.2737367544323206e-13,0.0,1.0,1.0,3459.31,2425.98,146.64,1222.25,0.0,1978.81,11224.97,2267.87,3501.53,770.26,0.0,2720.61,393.35,9331.53,110.2,4473.81,14525.99,3600.27,1,1,2,1,1,2,2,0,1,1,3
51.0,73.0,8.0,0.0,71490.0,0.0,782.0,22400.0,24074.0,0.0,2020.0,2021.0,0.0,1.0,3.0,8457.91,2914.96,0.0,735.54,23.38,748.96,0.0,1802.59,9248.02,819.98,17.83,313.56,1551.57,29270.14,0.0,1395.76,7062.05,1811.22,3,2,2,2,3,3,2,1,2,1,0
18.0,65.0,2.0,0.0,56921.0,115330.0,823.0,12800.0,0.0,0.0,2021.0,2.2737367544323206e-13,0.0,0.0,1.0,1839.5,556.76,201.56,325.2,28.84,169.76,312.33,463.69,3574.04,210.35,0.0,188.01,1256.7,6228.24,951.76,272.75,4933.58,2038.19,2,1,3,2,2,0,1,0,1,1,2
37.0,68.0,3.0,0.0,49335.0,51520.0,773.0,15200.0,0.0,60.0,2021.0,2.2737367544323206e-13,2021.0,1.0,3.0,6467.4,1891.16,201.52,332.99,102.77,556.9,4833.73,3529.95,3800.82,299.67,0.0,38612.04,1858.03,6468.83,639.15,1811.53,11405.29,3268.89,3,1,3,2,3,1,3,0,2,0,1
76.0,71.0,8.0,0.0,27484.0,16803.0,660.0,11200.0,72846.0,0.0,2011.0,2024.0,0.0,1.0,4.0,1053.47,1897.61,206.45,205.56,249.55,0.0,583.93,846.72,969.49,1071.7,50.92,550.45,1153.58,3347.65,0.0,663.36,7636.33,1853.73,2,1,1,0,0,0,1,2,0,1,1
48.0,61.0,6.0,1.0,37468.0,73448.0,666.0,0.0,34497.0,0.0,0.0,2024.0,0.0,1.0,3.0,1848.46,1126.15,0.0,0.0,79.24,829.15,106.54,153.56,3427.46,527.81,28.24,5055.94,1012.91,5251.77,3833.15,709.44,31806.83,1968.55,2,0,1,0,0,0,2,2,0,1,1
86.0,69.0,11.0,0.0,9678.0,812.0,688.0,14300.0,36416.0,15.0,2023.0,2022.0,2023.0,0.0,6.0,2403.41,520.5,320.84,0.0,0.0,-118.4,0.0,65.07,5123.62,1205.67,0.0,146.66,577.47,5571.26,61.33,350.81,2453.98,1687.48,2,1,1,0,0,1,1,3,0,2,1
36.0,67.0,7.0,0.0,28007.0,0.0,691.0,12100.0,14820.0,64.0,2023.0,2020.0,2016.0,1.0,4.0,2652.55,541.67,0.0,6.24,9.81,0.0,117.7,361.07,4300.11,335.15,12.63,585.51,2239.66,12458.62,873.03,0.0,2375.49,1319.04,2,0,0,0,0,1,1,1,0,1,1
